,affiliate_channel,affiliate_provider,age,country_destination,date_account_created,date_first_booking,first_affiliate_tracked,first_browser,first_device_type,gender,id,language,signup_app,signup_flow,signup_method,timestamp_first_active,date_first_active,secs_elapsed
658,api,other,32.0,US,2014-03-14,2014-03-15,untracked,-unknown-,Other/Unknown,MALE,097z8n5xc8,en,Android,12,basic,20140314035500,2014-03-14,3888542.0
660,sem-brand,google,25.0,US,2014-04-29,2014-04-29,tracked-other,Safari,Mac Desktop,FEMALE,0996tnqw4w,en,Web,0,basic,20140429022712,2014-04-29,11540674.0
661,seo,google,46.0,US,2014-02-11,2014-02-22,linked,Mobile Safari,iPad,FEMALE,099n90vunc,en,Web,0,facebook,20140211235028,2014-02-11,1222421.0
668,direct,direct,30.0,US,2014-02-18,2014-05-17,linked,IE,Windows Desktop,FEMALE,09cmwgn2qi,en,Web,0,basic,20140218123114,2014-02-18,309844.0
669,direct,direct,48.0,US,2014-02-08,2014-02-12,untracked,Chrome,Windows Desktop,,09dgwsr8s6,en,Web,0,basic,20140208172636,2014-02-08,3149215.0
672,direct,direct,33.0,US,2014-04-30,2014-05-01,untracked,Safari,Mac Desktop,MALE,09f893syzc,en,Web,0,facebook,20140430235025,2014-04-30,7428458.0
675,sem-brand,google,44.0,US,2014-05-13,2014-05-13,omg,Chrome,Mac Desktop,FEMALE,09gxpft9ol,en,Web,0,facebook,20140513183525,2014-05-13,1372489.0
676,sem-brand,google,22.0,US,2014-01-21,2014-01-22,omg,Chrome,Mac Desktop,MALE,09h105tth5,en,Web,0,facebook,20140121235243,2014-01-21,2544447.0
685,sem-brand,google,53.0,US,2014-01-25,2014-01-30,omg,IE,Windows Desktop,MALE,09myx3kzfp,en,Web,0,basic,20140125064214,2014-01-25,91304.0
687,sem-brand,google,50.0,GB,2014-04-12,2015-01-31,omg,Safari,Mac Desktop,MALE,09ovhrpl90,en,Web,0,facebook,20140412070118,2014-04-12,57292.0
693,direct,direct,19.0,other,2014-06-23,2014-06-25,untracked,Safari,Mac Desktop,,09sta2n33z,en,Web,0,basic,20140623051151,2014-06-23,2442553.0
696,sem-non-brand,google,39.0,other,2014-04-29,2014-05-02,omg,Firefox,Windows Desktop,,09t83i1jcn,en,Web,0,basic,20140429214931,2014-04-29,306864.0
697,remarketing,google,57.0,US,2014-05-20,2014-05-21,omg,IE,Windows Desktop,FEMALE,09u4hr90w8,en,Web,0,basic,20140520005101,2014-05-20,202333.0
702,direct,direct,19.0,FR,2014-06-28,2014-07-28,linked,Chrome,Mac Desktop,FEMALE,09vmak1f1a,en,Web,0,basic,20140628211152,2014-06-28,14796.0
705,direct,direct,25.0,CA,2014-06-22,2014-08-24,untracked,Safari,Mac Desktop,MALE,09w4e5rugk,en,Web,0,basic,20140622100129,2014-06-22,446672.0
713,direct,direct,56.0,US,2014-06-16,2014-06-16,untracked,Firefox,Windows Desktop,,0a0yi5n9er,en,Web,0,basic,20140616221105,2014-06-16,1717296.0
717,api,other,32.0,other,2014-03-11,2014-03-12,omg,IE,Windows Desktop,MALE,0a348m0yba,en,iOS,12,facebook,20140311203046,2014-03-11,219364.0
721,direct,direct,31.0,GB,2014-06-05,2014-06-06,untracked,Mobile Safari,iPhone,MALE,0a6oypwxv9,en,Moweb,24,basic,20140605063056,2014-06-05,1358159.0
722,direct,direct,39.0,other,2014-04-11,2014-04-14,untracked,Chrome,Windows Desktop,FEMALE,0a6z3fc0bj,en,Web,0,facebook,20140411163543,2014-04-11,838193.0
726,direct,direct,27.0,US,2014-04-12,2014-04-13,untracked,Chrome,Mac Desktop,,0acxnwiuig,en,Web,0,basic,20140412200813,2014-04-12,2952566.0
730,direct,direct,26.0,US,2014-06-14,2014-06-18,linked,Mobile Safari,iPhone,MALE,0aefglbf72,en,iOS,25,basic,20140614213300,2014-06-14,501325.0
731,sem-brand,google,40.0,US,2014-06-24,2014-06-25,omg,Safari,Mac Desktop,MALE,0afi3upa61,en,Web,0,facebook,20140624223917,2014-06-24,2546842.0
736,direct,direct,26.0,IT,2014-03-27,2014-05-18,untracked,Chrome,Mac Desktop,MALE,0ahiqxwwio,en,Web,0,facebook,20140327231915,2014-03-27,2936934.0
738,direct,direct,50.0,FR,2014-04-08,2014-04-12,untracked,IE,Windows Desktop,FEMALE,0ajdbp5orf,en,Web,0,basic,20140408053357,2014-04-08,1540126.0
742,direct,direct,55.0,US,2014-04-25,2014-04-27,linked,Safari,Mac Desktop,MALE,0am2y4zpus,en,Web,0,basic,20140425171512,2014-04-25,2767216.0
747,direct,direct,32.0,US,2014-05-01,2014-05-01,linked,IE,Windows Desktop,,0anj4wslsx,en,Web,0,basic,20140501151402,2014-05-01,3927744.0
748,direct,direct,38.0,FR,2014-01-20,2014-02-06,untracked,IE,Android Tablet,FEMALE,0ao1k7kj1t,en,Web,0,basic,20140120095056,2014-01-20,16147.0
749,direct,direct,22.0,other,2014-04-01,2014-04-09,omg,Safari,Mac Desktop,,0aoa1guw1t,en,Web,0,basic,20140401220106,2014-04-01,309296.0
752,direct,direct,27.0,US,2014-01-22,2014-02-20,linked,Chrome,Mac Desktop,FEMALE,0ar0xi9ujt,en,Web,0,basic,20140122014618,2014-01-22,772708.0
761,sem-brand,google,31.0,US,2014-02-14,2014-04-11,omg,Chrome,Windows Desktop,MALE,0awc3ykd6e,en,Web,0,facebook,20140214070038,2014-02-14,2895599.0
762,direct,direct,35.0,FR,2014-03-12,2014-12-13,untracked,Chrome,Windows Desktop,FEMALE,0awm11f7u1,en,Web,0,basic,20140312212259,2014-03-12,2218765.0
764,direct,direct,34.0,CA,2014-04-16,2014-04-16,untracked,Chrome,Windows Desktop,MALE,0awvleens1,en,Web,0,basic,20140416155416,2014-04-16,818655.0
766,other,other,29.0,US,2014-01-06,2014-01-06,linked,Mobile Safari,iPad,FEMALE,0axhxz1wuv,en,Web,0,basic,20140106001405,2014-01-06,1339490.0
768,direct,direct,19.0,CA,2014-02-26,2014-06-17,untracked,Chrome,Mac Desktop,FEMALE,0aym8i45if,en,Web,0,facebook,20140226162153,2014-02-26,506412.0
770,sem-brand,google,28.0,DE,2014-04-02,2014-04-04,omg,Safari,Mac Desktop,FEMALE,0az9e13aep,en,Web,0,facebook,20140402205715,2014-04-02,2988693.0
771,direct,direct,30.0,CA,2014-05-06,2014-05-10,untracked,Chrome,Windows Desktop,FEMALE,0azezw1b7z,en,Web,0,basic,20140506212738,2014-05-06,750380.0
772,remarketing,google,29.0,US,2014-03-26,2015-02-03,untracked,Safari,Mac Desktop,MALE,0azthr8rfd,en,Web,0,basic,20140326054730,2014-03-26,1234773.0
773,direct,direct,38.0,US,2014-02-13,2014-04-29,linked,Safari,Mac Desktop,MALE,0b0b7qtpjn,en,Web,0,facebook,20140213074505,2014-02-13,575203.0
774,api,other,28.0,US,2014-03-08,2014-03-08,linked,Safari,Mac Desktop,FEMALE,0b1m3rinns,en,iOS,12,facebook,20140308235446,2014-03-08,2952167.0
775,direct,direct,27.0,other,2014-05-22,2014-05-22,untracked,Safari,Mac Desktop,,0b1ptvklc8,en,Web,0,basic,20140522231904,2014-05-22,578368.0
776,sem-brand,google,52.0,ES,2014-04-17,2014-04-17,omg,Mobile Safari,iPad,FEMALE,0b1twtz73a,en,Web,0,basic,20140417105158,2014-04-17,3435450.0
777,direct,direct,23.0,US,2014-04-21,2014-04-22,untracked,-unknown-,iPhone,FEMALE,0b2095gcmh,zh,iOS,25,basic,20140421221426,2014-04-21,2546095.0
781,direct,direct,24.0,US,2014-04-13,2014-04-13,untracked,Chrome,Mac Desktop,MALE,0b3uvzfa44,en,Web,0,facebook,20140413184513,2014-04-13,1041572.0
794,direct,direct,62.0,US,2014-01-10,2014-01-10,untracked,Safari,Mac Desktop,,0batyyvsfs,en,Web,0,basic,20140110230004,2014-01-10,613922.0
799,direct,direct,30.0,GB,2014-02-24,2014-05-02,untracked,-unknown-,iPhone,FEMALE,0bd1rwlfr7,en,iOS,25,basic,20140224042420,2014-02-24,4039228.0
801,seo,google,23.0,US,2014-04-12,2014-05-14,linked,Chrome,Windows Desktop,MALE,0bditojwfe,en,Web,0,facebook,20140412174726,2014-04-12,239917.0
806,seo,google,23.0,US,2014-04-09,2014-05-03,tracked-other,Chrome,Mac Desktop,MALE,0bi8b5q0f4,en,Web,0,facebook,20140409221855,2014-04-09,101973.0
807,sem-brand,google,48.0,other,2014-02-04,2014-02-14,omg,Firefox,Mac Desktop,MALE,0bijp49oaj,en,Web,0,basic,20140204201411,2014-02-04,5002717.0
816,direct,direct,27.0,US,2014-05-28,2014-05-28,untracked,-unknown-,iPhone,MALE,0bmv37869s,en,iOS,25,facebook,20140528220142,2014-05-28,2471184.0
821,sem-brand,bing,52.0,other,2014-05-31,2014-06-20,omg,Chrome,Windows Desktop,,0bp6k127j9,en,Web,0,basic,20140531040426,2014-05-31,28323.0
827,direct,direct,23.0,GB,2014-06-24,2014-06-29,untracked,-unknown-,iPhone,FEMALE,0bv1o2sorj,en,iOS,25,basic,20140624214653,2014-06-24,2971605.0
829,seo,google,37.0,US,2014-04-09,2014-04-13,linked,Mobile Safari,iPad,MALE,0bvvr8zx57,en,Web,0,facebook,20140409204830,2014-04-09,1417758.0
831,seo,google,61.0,US,2014-03-28,2014-03-30,linked,Chrome,Windows Desktop,FEMALE,0bwo43nwbt,en,Web,0,basic,20140328220808,2014-03-28,302647.0
833,direct,direct,25.0,US,2014-05-15,2014-12-30,untracked,Chrome,Windows Desktop,,0by3t9a4v8,en,Web,0,basic,20140515032640,2014-05-15,1068473.0
835,sem-brand,google,56.0,US,2014-02-08,2014-06-16,omg,IE,Windows Desktop,FEMALE,0bzjkyokmt,en,Web,0,basic,20140208172242,2014-02-08,1001158.0
839,sem-non-brand,google,33.0,US,2014-02-19,2014-05-17,omg,Firefox,Desktop (Other),FEMALE,0c30n6n9x0,pt,Web,0,basic,20140219052956,2014-02-19,1441860.0
840,direct,direct,19.0,other,2014-06-24,2014-06-24,omg,Chrome,Windows Desktop,,0c3mq97367,en,Moweb,0,basic,20140624000728,2014-06-24,454415.0
845,direct,direct,45.0,FR,2014-04-30,2014-07-01,untracked,Firefox,Mac Desktop,MALE,0c703kb6fz,en,Web,0,basic,20140430205852,2014-04-30,316.0
846,other,meetup,34.0,US,2014-05-15,2014-05-16,untracked,-unknown-,iPhone,,0c7xxzqj9k,en,iOS,25,basic,20140515230029,2014-05-15,1783473.0
852,direct,direct,27.0,other,2014-05-28,2014-05-28,linked,Firefox,Mac Desktop,MALE,0cb14bs193,en,Web,0,basic,20140528160709,2014-05-28,1816095.0
853,direct,direct,21.0,US,2014-03-10,2014-03-23,untracked,Safari,Mac Desktop,FEMALE,0cbodtnodk,en,Web,0,basic,20140310054931,2014-03-10,3955752.0
854,direct,direct,32.0,US,2014-01-26,2014-02-03,untracked,Chrome,Windows Desktop,MALE,0cbp0in9ew,en,Web,0,facebook,20140126220703,2014-01-26,1327456.0
857,direct,direct,41.0,US,2014-05-10,2014-05-13,untracked,-unknown-,iPhone,MALE,0cdf1tkxzy,en,iOS,25,basic,20140510000740,2014-05-10,127933.0
858,direct,direct,24.0,US,2014-06-23,2014-08-12,untracked,Chrome,Mac Desktop,FEMALE,0cfvvstr65,en,Web,0,basic,20140623184634,2014-06-23,1353357.0
860,direct,direct,28.0,other,2014-05-28,2014-05-29,linked,Chrome,Windows Desktop,MALE,0ch6i4isuo,en,Web,0,basic,20140528052207,2014-05-28,493050.0
861,direct,direct,29.0,US,2014-05-09,2014-07-27,untracked,-unknown-,iPhone,MALE,0ch6tgcdxd,en,iOS,25,basic,20140509042913,2014-05-09,921.0
863,direct,direct,32.0,US,2014-03-19,2014-03-19,untracked,Firefox,Mac Desktop,FEMALE,0chd9fr9gn,en,Web,0,basic,20140319213806,2014-03-19,2771548.0
865,direct,direct,39.0,US,2014-02-05,2014-02-08,omg,Safari,Mac Desktop,FEMALE,0cjfnw7xn2,en,Web,0,basic,20140205065451,2014-02-05,1056045.0
867,api,other,33.0,US,2014-03-16,2014-03-17,untracked,Firefox,Mac Desktop,MALE,0ck0bjus88,en,iOS,12,facebook,20140316214233,2014-03-16,250.0
868,direct,direct,23.0,IT,2014-02-10,2014-04-09,untracked,Chrome,Mac Desktop,FEMALE,0ck0fdzw12,en,Web,0,facebook,20140210083926,2014-02-10,2134406.0
878,other,padmapper,41.0,GB,2014-06-30,2015-04-13,omg,Safari,Mac Desktop,MALE,0co6s86hgb,en,Web,0,facebook,20140630215947,2014-06-30,2446176.0
883,direct,direct,28.0,US,2014-02-25,2014-08-03,untracked,Chrome,Mac Desktop,OTHER,0crbllays5,en,Web,0,basic,20140225173549,2014-02-25,531546.0
885,direct,direct,25.0,US,2014-05-23,2014-05-24,untracked,Firefox,Mac Desktop,,0cupa475k4,en,Web,0,basic,20140523232536,2014-05-23,6824515.0
888,direct,direct,30.0,ES,2014-06-15,2014-06-16,untracked,IE,Windows Desktop,FEMALE,0cvlzp25ke,en,Web,0,basic,20140615182316,2014-06-15,2620407.0
891,direct,direct,22.0,other,2014-06-30,2014-06-30,linked,Chrome,Mac Desktop,FEMALE,0cy56unpvk,en,Web,0,basic,20140630192421,2014-06-30,4836483.0
897,direct,direct,42.0,IT,2014-05-28,2014-07-28,tracked-other,Mobile Safari,iPad,,0d1984luov,en,Web,0,basic,20140528001407,2014-05-28,27595.0
899,direct,direct,45.0,other,2014-06-05,2014-12-06,untracked,Chrome,Windows Desktop,FEMALE,0d218f6kb7,en,Web,0,basic,20140605161933,2014-06-05,403669.0
902,sem-brand,google,31.0,other,2014-05-20,2014-07-29,omg,Safari,Mac Desktop,MALE,0d3acbea8x,en,Web,0,basic,20140520215621,2014-05-20,1856640.0
908,direct,direct,41.0,US,2014-06-25,2014-06-27,untracked,Chrome,Windows Desktop,FEMALE,0d5otcfqld,en,Web,0,basic,20140625211701,2014-06-25,2560701.0
910,sem-brand,google,38.0,US,2014-01-27,2014-02-04,untracked,IE,Windows Desktop,FEMALE,0d5vybwfbk,en,Web,0,facebook,20140127144055,2014-01-27,1048516.0
914,sem-non-brand,google,26.0,US,2014-04-26,2014-04-26,untracked,-unknown-,iPhone,MALE,0d6b1mhn8l,en,Web,0,basic,20140426170818,2014-04-26,5314888.0
916,direct,direct,37.0,other,2014-04-30,2014-06-11,linked,Safari,Mac Desktop,MALE,0d6ht43u0q,en,Web,0,basic,20140430181247,2014-04-30,4576333.0
931,remarketing,google,31.0,FR,2014-02-03,2014-02-03,untracked,Safari,Mac Desktop,FEMALE,0de25mri9t,en,Web,0,facebook,20140203173301,2014-02-03,1367682.0
935,direct,direct,28.0,US,2014-06-11,2014-06-13,untracked,-unknown-,iPad,MALE,0dg5h6860z,zh,iOS,25,facebook,20140611174156,2014-06-11,2968573.0
939,direct,direct,33.0,US,2014-03-14,2014-03-28,untracked,Mobile Safari,iPad,FEMALE,0diiozk5hx,zh,Web,0,facebook,20140314071920,2014-03-14,1493158.0
940,sem-brand,google,34.0,US,2014-06-25,2014-06-25,omg,Mobile Safari,iPad,,0dikxapo7h,en,Web,0,basic,20140625032940,2014-06-25,2438314.0
941,direct,direct,34.0,US,2014-06-13,2014-06-13,linked,Safari,Mac Desktop,FEMALE,0dj3kp79ao,en,Web,0,basic,20140613064808,2014-06-13,1638703.0
948,direct,direct,29.0,US,2014-06-21,2014-06-21,linked,Chrome,Mac Desktop,MALE,0dl4kd1e1v,en,Web,0,basic,20140621202535,2014-06-21,2398117.0
949,direct,direct,35.0,US,2014-02-05,2014-02-09,untracked,Safari,Mac Desktop,FEMALE,0dl6vmi4jx,en,Web,0,basic,20140205184721,2014-02-05,3043921.0
957,direct,direct,28.0,US,2014-06-29,2014-08-01,untracked,Chrome,Windows Desktop,FEMALE,0donfvguzg,en,Web,0,basic,20140629210433,2014-06-29,2784041.0
960,sem-brand,google,31.0,US,2014-04-29,2014-05-02,omg,Safari,Mac Desktop,FEMALE,0dr2c4os86,en,Web,0,basic,20140429023133,2014-04-29,2272485.0
963,direct,direct,24.0,AU,2014-05-01,2014-07-16,untracked,-unknown-,iPhone,MALE,0dudvax1ew,en,iOS,25,facebook,20140501192247,2014-05-01,9755798.0
968,sem-brand,google,32.0,US,2014-03-09,2014-03-10,omg,Safari,Mac Desktop,FEMALE,0dxmjvp0lq,en,Web,0,basic,20140309003653,2014-03-09,1049471.0
972,direct,direct,23.0,US,2014-06-18,2014-06-19,untracked,Firefox,Mac Desktop,FEMALE,0dzm3e7pix,en,Web,0,basic,20140618041937,2014-06-18,2017089.0
981,direct,direct,35.0,US,2014-04-24,2014-04-29,untracked,Mobile Safari,iPad,MALE,0e7ogk1gos,en,Moweb,24,basic,20140424040709,2014-04-24,1434273.0
983,direct,direct,23.0,US,2014-05-07,2014-05-07,untracked,Chrome,Windows Desktop,MALE,0e9370tkdz,en,Web,0,facebook,20140507060851,2014-05-07,2595269.0
992,sem-brand,google,29.0,US,2014-04-18,2015-03-08,omg,Chrome,Mac Desktop,FEMALE,0een3e1irq,en,Web,0,facebook,20140418080317,2014-04-18,405594.0
995,sem-brand,google,41.0,FR,2014-05-03,2014-05-09,omg,Mobile Safari,iPad,MALE,0egfgfln58,en,Web,0,facebook,20140503223614,2014-05-03,1340374.0
1000,direct,direct,26.0,US,2014-04-21,2014-04-26,untracked,Safari,Mac Desktop,,0ekarob8yx,en,Web,0,basic,20140421045538,2014-04-21,2024416.0
1009,direct,direct,40.0,IT,2014-05-20,2014-08-22,untracked,Chrome,Mac Desktop,MALE,0ersaea9fg,en,Web,0,basic,20140520152803,2014-05-20,8092009.0
1011,direct,direct,29.0,FR,2014-06-12,2014-07-21,linked,Safari,Mac Desktop,FEMALE,0es5ojukfg,en,Web,0,basic,20140612171203,2014-06-12,519982.0
1012,direct,direct,26.0,US,2014-06-28,2015-01-18,untracked,Chrome,Windows Desktop,MALE,0es86pgau1,en,Web,0,facebook,20140628015013,2014-06-28,866065.0
1014,direct,direct,47.0,US,2014-05-06,2014-05-06,untracked,Safari,Mac Desktop,MALE,0et252bz38,en,Web,0,basic,20140506052820,2014-05-06,3112030.0
1017,direct,direct,41.0,IT,2014-01-13,2014-06-28,untracked,Chrome,Windows Desktop,FEMALE,0ev18cvshw,en,Web,0,facebook,20140113232234,2014-01-13,113901.0
1019,sem-brand,google,37.0,US,2014-03-26,2014-03-27,omg,Mobile Safari,iPad,MALE,0evzwsfwzw,en,Web,0,basic,20140326022935,2014-03-26,2803406.0
1021,seo,google,24.0,other,2014-02-24,2014-05-03,linked,Chrome,Windows Desktop,MALE,0ew4zsd3g8,en,Web,0,basic,20140224063943,2014-02-24,407922.0
1030,direct,direct,27.0,US,2014-06-09,2014-06-10,untracked,Chrome,Windows Desktop,MALE,0ezvrtvj56,en,Web,0,basic,20140609224556,2014-06-09,2065731.0
1036,direct,direct,39.0,US,2014-01-21,2014-02-06,linked,IE,Windows Desktop,FEMALE,0f2kmfxlj0,en,Web,0,basic,20140121175507,2014-01-21,15539.0
1038,direct,direct,35.0,US,2014-01-24,2014-02-11,linked,Firefox,Mac Desktop,MALE,0f3q9q00qu,en,Web,0,basic,20140124012423,2014-01-24,1460929.0
1040,direct,direct,23.0,ES,2014-01-15,2014-07-03,untracked,Safari,Mac Desktop,,0f5ljbs9q9,en,Web,0,basic,20140115044357,2014-01-15,86090.0
1041,sem-brand,google,43.0,other,2014-01-16,2014-01-26,linked,Safari,Mac Desktop,,0f5nkcnnmu,en,Web,0,basic,20140116045623,2014-01-16,951503.0
1043,seo,facebook,31.0,other,2014-01-24,2014-01-25,linked,Firefox,Windows Desktop,MALE,0f69ebol95,en,Web,0,basic,20140124224234,2014-01-24,949575.0
1046,direct,direct,36.0,other,2014-06-24,2014-06-26,untracked,Chrome Mobile,Android Phone,MALE,0fa03k5hjz,en,Web,0,basic,20140624132447,2014-06-24,690548.0
1057,sem-brand,google,28.0,US,2014-03-14,2014-04-03,linked,Safari,Mac Desktop,FEMALE,0fj1fam5b8,en,Web,0,basic,20140314153511,2014-03-14,4104474.0
1061,direct,direct,30.0,US,2014-04-02,2014-04-29,untracked,Firefox,Windows Desktop,FEMALE,0fk4gav3of,en,Web,0,facebook,20140402170953,2014-04-02,820206.0
1065,sem-brand,google,31.0,US,2014-05-07,2014-05-23,omg,Safari,Mac Desktop,,0flod0reww,en,Web,0,basic,20140507065733,2014-05-07,443165.0
1074,other,other,68.0,US,2014-06-17,2014-06-17,tracked-other,Chrome,Mac Desktop,MALE,0ft9dcl4im,en,Web,0,basic,20140617041408,2014-06-17,736816.0
1077,direct,direct,24.0,US,2014-03-21,2014-05-27,untracked,Chrome,Windows Desktop,MALE,0fvgxe40ur,en,Web,0,facebook,20140321234907,2014-03-21,1550817.0
1079,sem-brand,google,44.0,ES,2014-03-22,2014-03-27,omg,Mobile Safari,iPad,MALE,0fwpmwrbqq,en,Web,0,basic,20140322175737,2014-03-22,1544497.0
1080,direct,direct,29.0,US,2014-02-27,2014-03-02,untracked,Safari,Mac Desktop,FEMALE,0fynrh9p5j,en,Web,0,basic,20140227014314,2014-02-27,5576797.0
1084,direct,direct,24.0,US,2014-04-04,2015-03-19,untracked,-unknown-,Other/Unknown,FEMALE,0fzv6btfv6,en,Android,12,facebook,20140404013253,2014-04-04,1277997.0
1087,direct,direct,36.0,US,2014-05-17,2014-08-19,untracked,-unknown-,iPhone,FEMALE,0g0ue31ype,en,iOS,25,facebook,20140517203732,2014-05-17,245609.0
1092,direct,direct,31.0,US,2014-06-11,2014-11-04,untracked,Chrome,Mac Desktop,,0g29luut1p,en,Web,0,basic,20140611044454,2014-06-11,1582292.0
1096,direct,direct,45.0,US,2014-03-20,2014-03-21,untracked,Firefox,Mac Desktop,MALE,0g5824drtz,en,Web,0,basic,20140320113428,2014-03-20,2958127.0
1102,sem-non-brand,google,55.0,US,2014-04-26,2014-04-26,untracked,Firefox,Mac Desktop,,0g7ieoihsq,de,Web,0,basic,20140426225557,2014-04-26,4577233.0
1103,direct,direct,39.0,US,2014-02-27,2014-03-07,omg,Safari,Mac Desktop,FEMALE,0g7jw7t736,ru,Web,0,facebook,20140227100735,2014-02-27,548509.0
1109,direct,direct,58.0,US,2014-06-09,2014-06-09,untracked,Chrome,Mac Desktop,MALE,0g9fd9vlra,en,Web,0,basic,20140609193210,2014-06-09,242433.0
1110,sem-brand,bing,55.0,US,2014-05-21,2014-05-21,omg,IE,Android Tablet,FEMALE,0ga6e0f8o2,en,Web,0,basic,20140521101931,2014-05-21,1533444.0
1117,sem-brand,google,35.0,US,2014-03-20,2014-03-26,linked,Chrome,Mac Desktop,FEMALE,0gbnxc2cut,en,Web,0,facebook,20140320184514,2014-03-20,1585519.0
1120,direct,direct,33.0,other,2014-05-26,2014-06-15,untracked,Chrome,Mac Desktop,MALE,0gc8r5idj4,en,Web,0,basic,20140526202927,2014-05-26,1773664.0
1121,sem-brand,google,42.0,US,2014-05-28,2014-05-29,omg,Safari,Mac Desktop,FEMALE,0gck7wadcb,en,Web,0,basic,20140528010512,2014-05-28,1217376.0
1122,direct,direct,31.0,US,2014-04-30,2014-04-30,untracked,Chrome,Mac Desktop,FEMALE,0gclg50yp4,en,Web,0,basic,20140430051849,2014-04-30,601719.0
1131,sem-brand,google,30.0,US,2014-05-13,2014-05-13,omg,Chrome,Windows Desktop,MALE,0gilqbvzge,en,Web,0,basic,20140513174345,2014-05-13,52252.0
1137,direct,direct,46.0,US,2014-06-10,2014-06-11,untracked,Chrome,Windows Desktop,,0gls10dle8,en,Web,0,basic,20140610183446,2014-06-10,2844256.0
1138,remarketing,google,25.0,US,2014-02-24,2014-10-05,untracked,Chrome,Windows Desktop,FEMALE,0gltlihx1h,en,Web,0,basic,20140224060505,2014-02-24,286499.0
1140,direct,direct,37.0,US,2014-01-12,2014-01-12,untracked,Chrome,Mac Desktop,MALE,0gm2mbaeiz,en,Web,0,facebook,20140112174951,2014-01-12,676765.0
1141,direct,direct,28.0,US,2014-06-18,2014-06-18,linked,Mobile Safari,iPhone,MALE,0gmj81s86k,en,Web,0,facebook,20140618013659,2014-06-18,344464.0
1144,direct,direct,30.0,US,2014-02-27,2014-07-31,untracked,Chrome,Windows Desktop,,0gpc3mkbtz,en,Web,0,basic,20140227173258,2014-02-27,742326.0
1145,direct,direct,33.0,US,2014-05-30,2014-06-01,untracked,Chrome,Mac Desktop,MALE,0gpgyr26kj,en,Web,0,facebook,20140530225312,2014-05-30,1369.0
1148,sem-non-brand,google,42.0,CA,2014-02-23,2014-03-12,untracked,Mobile Safari,iPad,FEMALE,0gqrqo5ujf,en,Web,0,basic,20140223212414,2014-02-23,783.0
1153,seo,facebook,27.0,US,2014-01-20,2014-01-28,untracked,Safari,Mac Desktop,FEMALE,0gtpdlq0e2,en,Web,0,basic,20140120210050,2014-01-20,5060.0
1157,api,other,27.0,AU,2014-01-02,2014-01-10,untracked,Mobile Safari,iPhone,MALE,0gwnjqum9m,en,iOS,12,facebook,20140102003328,2014-01-02,898344.0
1162,sem-brand,google,38.0,GB,2014-02-04,2014-02-05,linked,IE,Windows Desktop,,0gyxhfpm4o,en,Web,0,basic,20140204233331,2014-02-04,517355.0
1163,direct,direct,39.0,US,2014-01-28,2014-04-05,linked,Mobile Safari,iPad,,0gz2ojpnx4,en,Web,0,basic,20140128032508,2014-01-28,1310718.0
1167,direct,direct,29.0,US,2014-02-12,2014-02-14,untracked,Chrome,Mac Desktop,,0h215ef2b7,en,Web,0,basic,20140212220943,2014-02-12,74367.0
1169,direct,direct,28.0,US,2014-06-29,2014-07-11,linked,Safari,Mac Desktop,FEMALE,0h37ddhqlx,en,Web,0,facebook,20140629064239,2014-06-29,572842.0
1174,direct,direct,46.0,US,2014-01-12,2014-01-13,omg,Safari,Mac Desktop,FEMALE,0h5gee5ywk,en,Web,0,basic,20140112235113,2014-01-12,417082.0
1180,sem-brand,google,68.0,FR,2014-04-28,2014-04-29,untracked,-unknown-,iPhone,FEMALE,0haf9shuch,en,Web,0,basic,20140428045246,2014-04-28,2042712.0
1181,direct,direct,21.0,other,2014-06-25,2014-07-24,untracked,-unknown-,iPhone,,0hc1c58f3h,en,iOS,25,basic,20140625165038,2014-06-25,807338.0
1183,direct,direct,34.0,US,2014-01-05,2014-03-08,untracked,Firefox,Windows Desktop,,0hd0eohy12,en,Web,0,basic,20140105220144,2014-01-05,2955694.0
1184,direct,direct,38.0,US,2014-02-13,2014-02-17,linked,Safari,Mac Desktop,FEMALE,0hdag3o95q,en,Web,0,facebook,20140213204225,2014-02-13,536851.0
